Index,Date,Name,Tweet
619,Wed Apr 29 12:11:59 +0000 2020,Dr ESHA J,"Just Out📣at @NEJM 📰In metastatic castration-resistant #prostatecancer that had disease progression while on enzalutamide or abiraterone &amp;had alterations in genes🧬w/a role in homologous recombination repair, olaparib was associated w/longer PFS‼️ #AACR20 https://t.co/UlM259rDgi https://t.co/xSv9nSagiN"
620,Wed Apr 29 12:12:03 +0000 2020,Dr ESHA J,"Data  at plenary session #AACR20 from @GustaveRoussy by @barlesi shows that #COVID19 prevalence among cancer patients is a) 12%  b) mortality is close to 15% (similar to general population c)Factors correlated with worst outcome: hemopathy, PS2+, recent chemotherapy https://t.co/Ga25jTRfyz"
621,Wed Apr 29 12:12:18 +0000 2020,Dr ESHA J,"STOP patient shaming! If you must say “prevention”, consider using the more accurate phrase of “risk reduction.”

As a vegetarian for 20 yrs, avid half marathoner, no history of #breastcancer, &amp; diagnosed #metastatic at 34- my cancer was not preventable.

#BCSM #LCSM #AACR20"
622,Wed Apr 29 12:12:22 +0000 2020,Dr ESHA J,TAK-788 ph2 in pts with EGFR exon 20 insertions treated at 160mg. ORR 43%. Responses seen in pretreated TKI/IO pts as well. Most common AE is GI tox. Food instructions has been updated in this study to improve GI tox. #AACR20 https://t.co/NJOR4A8xK5
623,Wed Apr 29 12:12:25 +0000 2020,Dr ESHA J,Being presented NOW at #AACR20 Virtual Annual Meeting Plenary Session on #COVID19 and Cancer!
624,Wed Apr 29 12:12:28 +0000 2020,Dr ESHA J,Targeting #EGFR exon 20 insertion with TAK788 leads to ORR of 43% #AACR20 https://t.co/fYp5lEkShc
625,Wed Apr 29 12:12:38 +0000 2020,Dr ESHA J,As an #IM resident I am pleased to watch #AACR20 live stream virtual meeting while preparing my shift fighting #COVID19 🥊 Thank to all who is making this happen @AACR @Rick__Buck @AACRPres &amp; who increased awareness @cancerassassin1 @Aiims1742 @DrSGraff @tmprowell  @OncoAlert 👏🏻 https://t.co/Dj9U74w9Tm
626,Wed Apr 29 12:12:50 +0000 2020,Dr ESHA J,Kudos to @barlesi of @GustaveRoussy et al for this detailed analysis of cancer patients with #COVID19 @AACR #AACR20 @lalbiges @jsoria @FAndreMD https://t.co/jHBGoQr5a6
627,Wed Apr 29 12:12:55 +0000 2020,Dr ESHA J,"Thank you so much to the #AACR20 organizers for making this possible: kudos for organizing a seamless event even in the face of #COVID19 . Very thoughtful discussion, tons of participation from the audience and some very cool #cancer tweep connections. See y'all tomorrow! https://t.co/tUxR4msXCN"
628,Wed Apr 29 12:12:59 +0000 2020,Dr ESHA J,"Regarding response assessment, ctDNA exhibit more eminent clinical application. Exploratory analysis from FLAURA correlate ctDNA clearance w/ ⬆️PFS. Could a individualized approach w/ early ctDNA reassessment guide the decision of escalating or de-escalating treatment? #AACR20 https://t.co/qgv3RC5eq1"
629,Wed Apr 29 12:13:17 +0000 2020,Dr ESHA J,"It's weird not hearing standard applause from the audience as we would have otherwise in person at #AACR20. Maybe after each Virtual Presentation, we should post GIFs instead."
630,Wed Apr 29 12:13:20 +0000 2020,Dr ESHA J,"KRAS/RAS co-occurrence and mutual exclusivity by tumor types. STK11, ATM, KEAP1 have high co-occurrence patterns with KRAS mutated NSCLC #AACR20 https://t.co/2II78VFUwc"
631,Wed Apr 29 12:13:24 +0000 2020,Dr ESHA J,"This is a critical slide - capmatinib has clear efficacy in the brain.  We knew it got in, but the fact that we are seeing IC responses is very important.  As I mentioned above, this draws an important distinction from crizotinib where CNS efficacy is rare. #AACR20 #LCSM https://t.co/QFd0uHSgU3"
632,Wed Apr 29 12:13:47 +0000 2020,AliveAndKickn,Live #AACR20 Study from @MDAndersonNews Shows how Taking Naproxen💊daily may reduce the risk of developing #Colorectalcancer in people with #lynchSyndrome @OncoAlert 🚨#CRC
633,Wed Apr 29 12:13:49 +0000 2020,Dr ESHA J,"#OncoAlert #AACR20 Dr. Carlos Gomez-Martin presents #COVID19 data from Hospital 12 de Octubre in Madrid, Spain. Data slides not posted at his request but of note: higher proportion of patients with lung cancer, mortality 25%, radiographic changes common, neutropenia a major risk. https://t.co/s9JOTPgEur"
634,Wed Apr 29 12:13:51 +0000 2020,Dr ESHA J,"Talk from #TRACERx about the use ctDNA in early stage lung cancer to predict patient relapse after surgery, correlating it with minimum residual disease:
⬆️ pre-op ctDNA shedding associated with longer MRD lead-times and shorter DFS times post-op
#AACR20 #AACR2020 #lcsm https://t.co/eqtjL1ypV1"
635,Wed Apr 29 12:13:53 +0000 2020,Maria Virginia Bluthgen,Data presented at plenary session #AACR20 from @GustaveRoussy by @barlesi shows that use of targeted agents or immunotherapy are not correlated with worst #COVID19 outcome among cancer patients in contrast with chemotherapy https://t.co/z0VqqIJrMJ
636,Wed Apr 29 12:13:54 +0000 2020,Dr ESHA J,"At #AACR20, Dr Jimeno presents data on mRNA-2416, a lipid nanoparticle encapsulated mRNA encoding OX40L, made for tumor injection, given alone or with the PD-L1 inhibitor durvalumab. https://t.co/JPXn4wjlrT"
637,Wed Apr 29 12:13:57 +0000 2020,Dr ESHA J,Phase I study of COM701 (PVRIG targeting Ab) monoTx (Arm A) or in combo with nivolumab (Arm B). N=28. No DLTs in both arms. PR seen in primary peritoneal cancer (n=1) and MSS-CRC (n=1). Interesting target deserving further evaluation. #AACR20 https://t.co/zqPjjEVsQF
638,Wed Apr 29 12:14:00 +0000 2020,Dr ESHA J,Clinical activity of TAK-788 - 160 mg qd recommended dose for Phase II #AACR20 https://t.co/BbjUFD1vJD
639,Wed Apr 29 12:14:04 +0000 2020,Dr ESHA J,"Ha! I spy with my little eye... that I am on the list of #AACR20 influencers! 🤩🤓 Just did a profile pic change right in time , so look out for my former me"
640,Wed Apr 29 12:13:53 +0000 2020,Maria Virginia Bluthgen,Data presented at plenary session #AACR20 from @GustaveRoussy by @barlesi shows that use of targeted agents or immunotherapy are not correlated with worst #COVID19 outcome among cancer patients in contrast with chemotherapy https://t.co/z0VqqIJrMJ
641,Wed Apr 29 12:14:05 +0000 2020,Dr ESHA J,"First up, Dr Zhang presents the experience of taking care of patients with COVID in Wuhan, China.  Lung cancer was the most common cancer seen in patients, but multiple other cancers were noted. #AACR20 https://t.co/LKBTvEtg5w"
642,Wed Apr 29 12:14:09 +0000 2020,Dr ESHA J,Bispecifics @ #AACR20 | Bispecific abstract (5672) for ABBV-428 mesothelin (MSLN) x CD40 BiAb https://t.co/2gdFvO2akk
643,Wed Apr 29 12:14:11 +0000 2020,Internal Medicine at Iowa,"This is huge👇🏼

#Immunotherapy dosing esp amidst💡 on how to ⬇️exposure of #cancer patients amidst  #COVID19 #coronavirus #pandemic. #COVID19nCancer #AACR20 

@US_FDA @FDAOncology Approves @Merck #KEYTRUDA➖#pembrolizumab

➡️400 mg Q6️⃣Weeks✅

#OncoAlert 
https://t.co/g6HfMWGshU https://t.co/s1oJjN0Ycu"
644,Wed Apr 29 12:14:13 +0000 2020,Dr ESHA J,Early cancer detection &amp; ctDNA session: still hold more questions than answers. Specificity was the presenters’ focus but concerns regarding sensibility (including positive patients demanding rule-out tests) &amp; optimal test schedule to magnify cost-effectiveness yet exist. #AACR20
645,Wed Apr 29 12:14:51 +0000 2020,Ariel Fernan Rodrig,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba https://t.co/go7X6uDbsd"
646,Wed Apr 29 12:15:00 +0000 2020,Shu Yazaki,#AACR20 @lfspurr from @DanaFarber and @broadinstitute presents on the genomic correlates of PD-L1 expression and response to immunotherapy in NSCLC. You can learn more in this manuscript published in Annals of Oncology: https://t.co/GDcAUJxack #LCSM @GLambertiMD @meyersonlab https://t.co/xahzpzw5EU
647,Wed Apr 29 12:15:45 +0000 2020,Lymphoma Hub,The @lymphomahub aims to lift levels of knowledge in #lymphoma and CLL. We are proud to be recognized as a top #lymsm influencer during #AACR20!⬇️ https://t.co/pDRKMo3Gz0
648,Wed Apr 29 12:16:47 +0000 2020,Gustavo Alberto de Cardenas Otero,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba https://t.co/go7X6uDbsd"
649,Wed Apr 29 12:18:56 +0000 2020,Elaine Schattner,"Experimental blood test helped detect women's cancers early, study finds. But it missed many more cancers than it found, raised false alarms, &amp; only looked at ages 65-75, @MMarchioneAP - https://t.co/K1DGMdcE5J @DrLen #womenshealth #AACR20 @ScienceMagazine https://t.co/jkeSxv5I9S"
650,Wed Apr 29 12:19:11 +0000 2020,hidey_take（武島嗣英）,放射線治療を受けてもCovid-19感染に対する免疫機能は落ちないようです（肺がんについては未知）。
651,Wed Apr 29 12:21:00 +0000 2020,Vladmir Claudio Cordeiro de Lima,Predictive biomarker for #immunotherapy in #NSCLC #LCSM #AACR20
652,Wed Apr 29 12:21:26 +0000 2020,Manuel Bazan Milian ,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba https://t.co/go7X6uDbsd"
653,Wed Apr 29 12:22:44 +0000 2020,hidey_take（武島嗣英）,放射線治療を受けてもCovid-19に対する免疫機能は落ちないみたい（肺がんについては未知）。
654,Wed Apr 29 12:24:13 +0000 2020,Alexandra Winter,One more time for the folks in the back— #WordsMatter
655,Wed Apr 29 12:24:20 +0000 2020,I-Mei Siu,"Look forward to seeing the entire study in print, but fortunately we got a glimpse at #AACR20: https://t.co/iUIuu99rEo"
656,Wed Apr 29 12:27:25 +0000 2020,M-Luján Oncología,#AACR20 Virtual Annual Meeting Program Chair Antoni Ribas opens the special Clinical Plenary Session on COVID-19 and Cancer. https://t.co/2c42aOUazm
657,Wed Apr 29 12:28:25 +0000 2020,Catherine Janese,Dr. Grace Dy is presenting new data today from Roswell Park's CIMAvax/nivolumab study. The combination’s activation of B and T cells is encouraging compared to checkpoint blockade #immunotherapy alone. #AACR20 https://t.co/Ufvqat0YzA https://t.co/NtjKeAxZfu
658,Wed Apr 29 12:30:10 +0000 2020,Yutaka Kurebayashi,"Tumor mutation burden (TMB) high and low in human tumors, AACR2020"
659,Wed Apr 29 12:32:08 +0000 2020,OncoAlert,"Our @OncoAlert 🚨Colleague @CharuAggarwalMD 👩‍⚕️from @PennCancer  Virtually Live at #AACR20 discussing global🌏presentations dealing #COVID19 and #Cancer : #TERAVOLT from @marinagarassino 🇮🇹&amp; The French experience by @barlesi from @GustaveRoussy 🇫🇷
Edited: @weoncologists https://t.co/yJXXuVGIJV"
660,Wed Apr 29 12:32:11 +0000 2020,#StayHome,"Our @OncoAlert 🚨Colleague @CharuAggarwalMD 👩‍⚕️from @PennCancer  Virtually Live at #AACR20 discussing global🌏presentations dealing #COVID19 and #Cancer : #TERAVOLT from @marinagarassino 🇮🇹&amp; The French experience by @barlesi from @GustaveRoussy 🇫🇷
Edited: @weoncologists https://t.co/yJXXuVGIJV"
661,Wed Apr 29 12:32:37 +0000 2020,Tanya Bondar,"⚡️Check the recent publication @NatureCancer by @corsellos @toddgolub1 on discovering the anticancer potential of non-oncology drugs - it's a must read!

https://t.co/ZGW16wtDhd
https://t.co/ARXAr4WWq7 

#AACR20 https://t.co/Jm3a9zrgWD https://t.co/y87gdeLIet"
662,Wed Apr 29 12:33:09 +0000 2020,Aakash Desai,"This is huge👇🏼

#Immunotherapy dosing esp amidst💡 on how to ⬇️exposure of #cancer patients amidst  #COVID19 #coronavirus #pandemic. #COVID19nCancer #AACR20 

@US_FDA @FDAOncology Approves @Merck #KEYTRUDA➖#pembrolizumab

➡️400 mg Q6️⃣Weeks✅

#OncoAlert 
https://t.co/g6HfMWGshU https://t.co/s1oJjN0Ycu"
663,Wed Apr 29 12:34:19 +0000 2020,Katsuaki Maehara Ph.D. 🇯🇵,"#COVID19 and #Cancer: watch my quick summary on the data presented at #AACR20 by @marinagarassino #TERAVOLT and @barlesi talking about the @GustaveRoussy experience. #LCSM @OncoAlert 
@PennMedicine @PennMedNews"
664,Wed Apr 29 12:34:24 +0000 2020,RadiOncBOTjp,放射線治療を受けてもCovid-19に対する免疫機能は落ちないみたい（肺がんについては未知）。
665,Wed Apr 29 12:34:48 +0000 2020,"Nathan A. Pennell MD, PhD, FASCO","#COVID19 #AACR20 #LCSM
TERAVOLT preliminary results by @marinagarassino. An amazing international effort to improve knowledge about #lungcancer &amp; COVID19.
198 pts evaluated with 34.6% of death rate.
Not specific anti-cancer treatment was associated w/ higher mortality #OncoAlert https://t.co/dWUKuoU1qi"
666,Wed Apr 29 12:35:22 +0000 2020,palma(@miguelangelpalma),"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba https://t.co/go7X6uDbsd"
667,Wed Apr 29 12:35:26 +0000 2020,@lisaksheldon,@OncologyNursing #clinicaltrials Can ship oral #cancer agents - injectable agents must be administered at a registered @FDA site @theNCI #AACR2020
668,Wed Apr 29 12:13:42 +0000 2020,Dr ESHA J,"#OncoAlert #AACR20 In patients with #EGFRex20 #NSCLC treated with TAK-788 at 160mg, RR was 43% (n=28) including ASV mutations and NPH insertions. mPFS 7.3 months. Responses independent of prior therapy. Certainly encouraging - need more numbers, longer f/u, full dataset. #LCSM https://t.co/7TItSqO3W2"
669,Wed Apr 29 12:36:36 +0000 2020,Percy Mauricio Fuentes Ortiz,"Why aren’t all medicines taken as pills? Teresa Klinowska, Global Project Leader in Oncology, explains some of the decisions that go into how medicines are developed. #SciencefromAtoZ #AACR20 https://t.co/yuoe3QQtf1"
670,Wed Apr 29 12:37:01 +0000 2020,JCellBiol,ICYMI – Special Collection of Reviews on #Cancer Cell Biology #AACR20: https://t.co/6J6PUDn4r4 https://t.co/LZzZy11mu5
671,Wed Apr 29 12:37:41 +0000 2020,Angel Casamayor,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba https://t.co/go7X6uDbsd"
672,Wed Apr 29 12:37:48 +0000 2020,Toya,"CONGRESS | #AACR20 | Kelly L Bolton, @sloan_kettering, discusses how oncologic therapy shapes the fitness landscape of clonal hematopoiesis (CH) in solid tumors. If clinically validated, CH may guide risk stratification of transformed myeloid neoplasms like AML &amp; MDS #leusm https://t.co/Nk5HfcJF9R"
673,Wed Apr 29 12:38:26 +0000 2020,@lisaksheldon,Includes #cancer #survivorship research @OncologyNursing @theNCI
674,Wed Apr 29 12:39:36 +0000 2020,Gil Morgan,"Thanks @weoncologists 
Cc: @MGHThoracicOnc @EGFRResisters @Exon20Group"
675,Wed Apr 29 12:40:45 +0000 2020,ACS Research,"Link to our recent paper. Great work by Liam Spurr @lfspurr, Giuseppe Lamberti @GLambertiMD with wonderful leadership by Andy Cherniack and Mark Awad. https://t.co/WIg6vm0JX4"
676,Wed Apr 29 12:40:50 +0000 2020,"Marta Salido, PhD",New prospective data on outcomes with IO for NSCLC based on STK11 and KEAP1 status. Certainly limitations with only subset with available NGS results. Some of my best IO responders have been 2 STK11-mut patients. Not ready to skip IO for these patients yet. #AACR20 #LCSM https://t.co/1T8Mwt9hTu
